MCC Medicine Reg. No.	Applicants MCC Licence No	Applicant Name	Nappi Code	ATC 4	Medicine Schedule	Medicine Proprietary Name	Active Ingredients	Strength	Pack Size	Quantity	Manufacturer Price	Logistics Fee	VAT	SEP	Unit Price	Effective Date	Originator or Generic
X12308	0000000561	Roche Products (Pty) Ltd	816205019	N06AG	S5	Aurorix	Moclobemide	300 mg TAB	60	1	538.43	83.84	93.34	715.61	11.93	2018-04-01	Originator
W134273	0000000561	Roche Products (Pty) Ltd	817732004	D05BB	S5	Neotigason	Acitretin	10 mg CAP	30	1	678.16	96.66	116.22	891.04	29.7		Originator
29260087	0000000561	Roche Products (Pty) Ltd	820008001	L01XX	S5	Vesanoid-Roche 	Tretinoin	10 mg CAP	100	1	3831.03	309.95	621.15	4762.13	47.62	2018-04-01	Originator
281810292	0000000561	Roche Products (Pty) Ltd	820393002	C03CA	S3	Unat 2Ml 	Torasemide	10 mg/2ml INJ	5		34.4	5.36	5.96	45.72			Originator
3120280034	0000000561	Roche Products (Pty) Ltd	825697018	J05AE	S4	Invi-Rase 	Saquinavir	200 mg CAP	270	1	873.15	135.95	151.36	1160.46	4.3	2018-04-01	Originator
H2250(Act1011965)	0000000561	Roche Products (Pty) Ltd	826219004	B02BD	S1	Konakion Mm 1Ml 	Phytomenadione	10 mg/ml INJ	1	10	210.4	22.03	34.86	267.3	26.73	2018-04-01	Originator
315410194	0000000561	Roche Products (Pty) Ltd	828483019	N04BA	S4	Madopar Hbs 	Benserazide	25 mg CAP	100	1	539.79	84.04	93.57	717.4	7.17		Originator
315410194	0000000561	Roche Products (Pty) Ltd	828483019	N04BA	S4	Madopar Hbs 	Levodopa										
317130198	0000000561	Roche Products (Pty) Ltd	833428004	C07AG	S3	Dilatrend 	Carvedilol	6.25 mg TAB	30	1	135.77	21.14	23.54	180.44	6.01		Originator
31340134	0000000561	Roche Products (Pty) Ltd	833630008	L04AA	S4	Cellcept 	Mycophenolic Acid	250 mg CAP	100	1	1577.8	165.26	261.46	2004.52	20.05	2018-04-01	Originator
F25188	0000000561	Roche Products (Pty) Ltd	835129004	N03AE	S5	Rivotril 	Clonazepam	2.5 mg/ml DRP	10	1	148.8	15.6	24.66	189.06	18.91	2018-04-01	Originator
317130199	0000000561	Roche Products (Pty) Ltd	836354001	C07AG	S3	Dilatrend 	Carvedilol	12.5 mg TAB	30	1	141.57	22.03	24.54	188.15	6.27		Originator
31260257	0000000561	Roche Products (Pty) Ltd	840122012	L03AB	S4	Roferon-A 3 Miu/0,5 Ml	Interferon Alfa-2a	3 miu INJ	0.5	1	247.04	19.99	40.06	307.09	614.18	2018-04-01	Originator
31260258	0000000561	Roche Products (Pty) Ltd	840130015	L03AB	S4	Roferon-A 4,5 Miu/0,5 Ml	Interferon Alfa-2a	4.5 miu INJ	0.5	1	342.51	27.71	55.53	425.76	851.51		Originator
31260259	0000000561	Roche Products (Pty) Ltd	840149018	L03AB	S4	Roferon-A 6 Miu/0,5 Ml	Interferon Alfa-2a	6 miu INJ	0.5	1	448.02	36.25	72.64	556.92	1113.83	2018-04-01	Originator
31260260	0000000561	Roche Products (Pty) Ltd	840157010	L03AB	S4	Referon-A 9 Miu/0,5 Ml	Interferon Alfa-2a	9 miu INJ	0.5	1	663.24	53.65	107.53	824.42	1648.85	2018-04-01	Originator
31220361	0000000561	Roche Products (Pty) Ltd	845620002	N05CD	S6	Rohypnol 	Flunitrazepam	1 mg TAB	30	1	117.4	16.73	20.12	154.25	5.14		Originator
3211310475	0000000561	Roche Products (Pty) Ltd	852627009	A08AB	S3	Xenical With Compl Kit	Orlistat	120 mg CAP	84	1	789.49	112.54	135.3	1037.34	12.35	2018-04-01	Originator
3211310475	0000000561	Roche Products (Pty) Ltd	852627010	A08AB	S3	Xenical	Orlistat	120 mg CAP	42	1	396.9	54.12	67.65	518.68	12.35		Originator
32260578	0000000561	Roche Products (Pty) Ltd	853224005	L01XC	S4	Mabthera 100Mg 10Ml	Rituximab	100 mg/10ml INF	10	2	5460.73	441.77	885.37	6787.87	339.39	2018-04-01	Originator
32260579	0000000561	Roche Products (Pty) Ltd	853232008	L01XC	S4	Mabthera 500Mg 50Ml	Rituximab	100 mg/10ml INF	50	1	13651.82	1104.52	2213.45	16969.79	339.4	2018-04-01	Originator
32260579	0000000561	Roche Products (Pty) Ltd	857181009	J05AE	S4	Forto-Vase	Saquinavir	200 mg CAP	180	1	685.87	106.8	118.9	911.57	5.06		Originator
3320280003	0000000561	Roche Products (Pty) Ltd	857203002	J05AE	S4	Vira-Cept 	Nelfinavir	250 mg TAB	270	1	563.25	87.7	97.64	748.59	2.77	2018-04-01	Originator
3320280004	0000000561	Roche Products (Pty) Ltd	857211005	J05AE	S4	Vira-Cept 50Mg/G Powder	Nelfinavir	50 mg/g POW	1		271.58	42.29	47.08	360.95			Originator
315720082	0000000561	Roche Products (Pty) Ltd	861863003	A04AA	S4	Kytril Iv 1Ml	Granisetron	1 mg/ml INJ	1	5	198.32	20.77	32.86	251.95	50.39	2018-04-01	Originator
29220492	0000000561	Roche Products (Pty) Ltd	866539018	B02BA	S1	Konakion Mm Paediatric 0.2Ml	Phytomenadione	10 mg/ml INJ	10		93.38	9.79	15.47	118.64		2018-04-01	Originator
33260198	0000000561	Roche Products (Pty) Ltd	870072005	L01BC	S4	Xeloda 150	Capecitabine	150 mg TAB	60	1	651.06	52.67	105.56	809.28	13.49		Originator
33260199	0000000561	Roche Products (Pty) Ltd	870080008	L01BC	S4	Xeloda 500	Capecitabine	500 mg TAB	120	1	4380.6	354.4	710.25	5445.25	45.38	2018-04-01	Originator
Y2028291	0000000561	Roche Products (Pty) Ltd	878723005	J05AB	S4	Cymevene 	Ganciclovir	500 mg CAP	90	1	6552.61	530.15	1062.41	8145.17	90.5		Originator
34260419	0000000561	Roche Products (Pty) Ltd	884055001	L01XC	S4	Herceptin 440 mg	Trastuzumab	440 mg INJ	21	1	19121.53	1547.05	3100.29	23768.86	1131.85	2018-04-01	Originator
34340042	0000000561	Roche Products (Pty) Ltd	891836007	L04AC	S4	Zenapax 5Ml 	Daclizumab	25 mg/5ml INJ	1		3016.94	244.09	489.15	3750.18		2018-04-01	Originator
32260666	0000000561	Roche Products (Pty) Ltd	893110019	L03AB	S4	Roferon-A 0.6Ml Penfill 	Interferon Alfa-2a	18 miu INJ	1		987.32	79.88	160.08	1227.28			Originator
32320113	0000000561	Roche Products (Pty) Ltd	893250007	M05BA	S4	Bondronat 1Ml	Ibandronic Acid	1.125 mg/ml INJ	1		375.91	30.41	60.95	467.27		2018-04-01	Originator
32320114	0000000561	Roche Products (Pty) Ltd	893255002	M05BA	S4	Bondronat 2Mg/2Ml	Ibandronic Acid	2 mg/2ml INJ	2	1	1157.82	93.67	187.72	1439.21	719.61		Originator
ImportPermit	0000000410	Safeline Pharmaceuticals (Pty) Ltd	700227001	N01BB	S6	Cocaine HCL BP	Cocaine	25 g PDR	25	1	4213.88	294.97	676.33	5185.18	207.41		Generic
ImportPermit	0000000410	Safeline Pharmaceuticals (Pty) Ltd	700227004	N01BC	S6	Cocaine HCL BP	Cocaine	5 g PDR	5	1	1011.33	70.79	162.32	1244.44	248.89	2018-04-01	Generic
3310220528	0000000410	Safeline Pharmaceuticals (Pty) Ltd	703493003	R07AA	S4	Curosurf 3ml vial 	Poractant Alfa	240 mg/3ml INJ	3	1	10307.91	318.51	1593.96	12220.38	4073.46	2018-04-01	Originator
3220110515	0000000410	Safeline Pharmaceuticals (Pty) Ltd	703803003	J01GB	S4	Safeline-Amikacin Sulphate 250	Amikacin Sulphate	250 mg/2ml INJ	10		277.35	19.41	44.51	341.27			Generic
3220110516	0000000410	Safeline Pharmaceuticals (Pty) Ltd	703806005	J01GB	S4	Safeline-amikacin sulph 2ml 500mg	Amikacin	500 mg/2ml INJ	10		428.06	29.96	68.7	526.72		2018-04-01	Generic
4120110376	0000000410	Safeline Pharmaceuticals (Pty) Ltd	709245001	J01DE	S4	Cefepime Safeline 1 g	Cefepime	1000 mg INJ	11.4	1	137.51	13.75	22.69	173.95	15.26		Generic
4220110445	0000000410	Safeline Pharmaceuticals (Pty) Ltd	709245002	J01DE	S4	Cefepime Safeline 2 g injection	Cefepime 	2000 mg INJ	12.8	1	256.83	25.68	42.38	324.89	25.38	2018-04-01	Generic
41210098	0000000410	Safeline Pharmaceuticals (Pty) Ltd	709325001	N01AB	S5	Sojourn	Sevoflurane	250 ml LIQ	250	1	1281.63	103.92	207.83	1593.38	6.37	2018-04-01	Generic
4311430439	0000000410	Safeline Pharmaceuticals (Pty) Ltd	709641001	A02BC	S4	Viapan	Pantoprazole	40 mg INJ	10	1	36.4	2.95	5.9	45.25	4.53		Generic
45260383	0000000410	Safeline Pharmaceuticals (Pty) Ltd	718488001	L01XX	S4	Irinotecan Safeline 40 Mg/2 Ml	Irinotecan Hydrochloride Trihydrate	40 mg/2ml INF	2	1	304.28	24.67	49.34	378.29	189.15	2018-04-01	Generic
45260384	0000000410	Safeline Pharmaceuticals (Pty) Ltd	718489001	L01XX	S4	Irinotecan Safeline 100 Mg/5 Ml	Irinotecan Hydrochloride Trihydrate	100 mg/5ml INF	5	1	760.7	61.67	123.36	945.73	189.15		Generic
4511430515	0000000410	Safeline Pharmaceuticals (Pty) Ltd	718490001	A02BC	S4	Omeprazole Safeline Injection 40 mg	Omeprazole	40 mg INJ	10	1	72.56	12.86	12.81	98.23	9.82	2018-04-01	Generic
48140091	0000000410	Safeline Pharmaceuticals (Pty) Ltd	720951001	B06BC	S3	Cayona 20mg/ml	Caffeine Citrate	20 mg INJ	1	1	296	20.72	47.51	364.23	364.23	2018-04-01	Generic
48140091	0000000410	Safeline Pharmaceuticals (Pty) Ltd	720951002	B06BC	S3	Cayona 20mg/ml	Caffeine Citrate	20 mg INJ	1	10	2960	207.2	475.08	3642.28	364.23		Generic
A383220442	0000000410	Safeline Pharmaceuticals (Pty) Ltd	722751001	A12CE	S4	SELESYN 500 INJECTION	Sodium Selenite Pentahydrate Equivalent To Selenium 500.0ug	500 ug INJ	10	2	225.09	15.76	36.13	276.98	13.85	2018-04-01	Generic
A383220442	0000000410	Safeline Pharmaceuticals (Pty) Ltd	722751002	A12CE	S4	SELESYN 500 INJECTION	Sodium Selenite Pentahydrate Equivalent To Selenium 500.0ug	500 ug INJ	10	10	1125.47	78.78	180.64	1384.89	13.85		Generic
43210392	0000000410	Safeline Pharmaceuticals (Pty) Ltd	723328001	N01AB	S5	TORRANE	Desflurane	250 ml LIQ	250	1	1595.03	127.26	258.34	1980.63	7.92	2018-04-01	Generic
491710101	0000000410	Safeline Pharmaceuticals (Pty) Ltd	723496001	M03AC	S4	CISATRACURIUM SAFELINE 5 MG	Cisatracurium	5 mg INJ	2.5	5	172	19.09	28.66	219.75	17.58	2018-04-01	Originator
491710102	0000000410	Safeline Pharmaceuticals (Pty) Ltd	723497001	M03AC	S4	CISATRACURIUM SAFELINE 10 mg	Cisatracurium	10 mg INJ	5	5	344	38.18	57.33	439.51	17.58		Originator
491710103	0000000410	Safeline Pharmaceuticals (Pty) Ltd	723498001	M03AC	S4	CISATRACURIUM SAFELINE 20 mg	Cisatracurium	20 mg INJ	10	5	688	76.47	114.67	879.14	17.58	2018-04-01	Originator
28210165	0000000410	Safeline Pharmaceuticals (Pty) Ltd	814695019	N01AB	S5	Isofor 100ml 	Isoflurane	100 % INF	100	1	367.06	25.69	58.91	451.66	4.52		Generic
F219	0000000410	Safeline Pharmaceuticals (Pty) Ltd	860336018	N01AB	S5	Halothane 250ml 	Halothane	100 % INF	250	1	335.54	16.78	52.85	405.17	1.62	2018-04-01	Generic
3310220528	0000000410	Safeline Pharmaceuticals (Pty) Ltd	876054009	R07AA	S4	Curosurf per 1.5ml vial 	Poractant Alfa	120 mg/1.5ml INJ	1.5	1	5153.96	159.26	796.98	6110.2	4073.47	2018-04-01	Originator
437130036	0000000670	Sandoz SA (Pty) Ltd	715555001	C09DA	S3	Zomevek 80 Tablet	Valsartan	80 mg FCT	28	1	95.9	7.67	15.54	119.11	4.25		Generic
437130037	0000000670	Sandoz SA (Pty) Ltd	715556001	C09DA	S3	Zomevek 160 Tablet	Valsartan	160 mg FCT	28	1	95.9	7.67	15.54	119.11	4.25	2018-04-01	Generic
437130080	0000000670	Sandoz SA (Pty) Ltd	715558001	C09DA	S3	Co-Zomevek 80/12,5 Tablet	Valsartan	80 mg TAB	28	1	118.68	9.5	19.23	147.41	5.26		Generic
437130080	0000000670	Sandoz SA (Pty) Ltd	715558001	C09DA	S3	Co-Zomevek 80/12,5 Tablet	Hydrochlorothiazide										
437130081	0000000670	Sandoz SA (Pty) Ltd	715559001	C09DA	S3	Co-Zomevek 160/12,5 Tablet	Valsartan	160 mg TAB	28	1	118.68	9.5	19.23	147.41	5.26	2018-04-01	Generic
437130081	0000000670	Sandoz SA (Pty) Ltd	715559001	C09DA	S3	Co-Zomevek 160/12,5 Tablet	Hydrochlorothiazide										
437130082	0000000670	Sandoz SA (Pty) Ltd	715560001	C09DA	S3	Co-Zomevek 160/25 Tablet	Valsartan	160 mg TAB	28	1	118.68	9.5	19.23	147.41	5.26	2018-04-01	Generic
437130082	0000000670	Sandoz SA (Pty) Ltd	715560001	C09DA	S3	Co-Zomevek 160/25 Tablet	Hydrochlorothiazide										
432650446	0000000670	Sandoz SA (Pty) Ltd	718352002	N05AH	S5	Psyquet 25	Quetiapine Hemifumarate	25 mg TAB	30	1	56.65	9.06	9.86	75.57	2.52	2018-04-01	Generic
A3920220010	0000000670	Sandoz SA (Pty) Ltd	720710001	D01AE	S1	Terbaspor Topical Cream	Terbinafine Hydrochloride	10 mg/g CRE	7.5	1	32.6	5.2	5.67	43.47	5.8	2018-04-01	Generic
A3920220010	0000000670	Sandoz SA (Pty) Ltd	720710002	D01AE	S1	Terbaspor Topical Cream	Terbinafine Hydrochloride	10 mg/g CRE	15	1	65.23	10.42	11.35	87	5.8		Generic
4311430458	0000000670	Sandoz SA (Pty) Ltd	720812001	A02BC	S4	Probitor 20	Omeprazole	20 mg CAP	28	1	117.99	18.88	20.53	157.4	5.62	2018-04-01	Generic
4311430458	0000000670	Sandoz SA (Pty) Ltd	720812002	A02BC	S4	Probitor 20	Omeprazole	20 mg CAP	30	1	127.67	19.14	22.02	168.83	5.63		Generic
4311430483	0000000670	Sandoz SA (Pty) Ltd	721183001	A02BC	S4	Topraflux 20	Pantoprazole	20 mg TAB	28	1	107	17.11	18.62	142.73	5.1	2018-04-01	Generic
4311430484	0000000670	Sandoz SA (Pty) Ltd	721184001	A02BC	S4	Topraflux 40	Pantoprazole	40 mg TAB	28	1	159.11	25.44	27.68	212.23	7.58	2018-04-01	Generic
420110860	0000000670	Sandoz SA (Pty) Ltd	721268001	J01FA	S4	Clarithromycin Unicorn 500 XL	Clarithromycin	500 mg TAB	5	1	70.68	11.29	12.3	94.27	18.85		Generic
4410220204	0000000670	Sandoz SA (Pty) Ltd	721269001	R03DC	S3	Montelukast Unicorn 10	Montelukast	10 mg TAB	28	1	167.22	26.75	29.1	223.07	7.97	2018-04-01	Generic
42260132	0000000670	Sandoz SA (Pty) Ltd	721304001	LO1CA	S4	Sandoz Vinorelbine 10mg/1ml	Vinorelbine	10 mg/1ml INJ	1	1	153.14	24.5	26.65	204.29	204.29		Generic
42260133	0000000670	Sandoz SA (Pty) Ltd	721305001	LO1CA	S4	Sandoz Vinorelbine 50mg/5ml	Vinorelbine	50 mg/5ml INJ	5	1	765.72	122.51	133.23	1021.46	204.29	2018-04-01	Generic
4410220487	0000000670	Sandoz SA (Pty) Ltd	721574001	R03DC	S3	Montelukast Unicorn 4	Montelukast	4 mg CHU	28	1	167.22	26.75	29.1	223.07	7.97	2018-04-01	Generic
4410220488	0000000670	Sandoz SA (Pty) Ltd	721575001	R03DC	S3	Montelukast Unicorn 5	Montelukast	5 mg CHU	28	1	167.22	26.75	29.1	223.07	7.97		Generic
A4021100263	0000000670	Sandoz SA (Pty) Ltd	722148001	L02AE	S4	LEUPROLIDE HEXAL 5	Leuprolide Acetate	5 mg IMP	1	1	2220.61	355.3	386.39	2962.3	2962.3	2018-04-01	Generic
4320111181	0000000670	Sandoz SA (Pty) Ltd	722558001	J01DE	S4	CRITIPEME 1000	Cefepime Dihydrochloride	1000 mg INJ	11.4	1	133.56	21.36	23.24	178.16	15.63		Generic
4320111182	0000000670	Sandoz SA (Pty) Ltd	722559001	J01DE	S4	CRITIPEME 2000	Cefepime Dihydrochloride	2000 mg INJ	12.8	1	254.02	40.64	44.2	338.86	26.47	2018-04-01	Generic
4120120105	0000000670	Sandoz SA (Pty) Ltd	723109001	J01CR	S4	KLAVIMAXCIL 1000 DISP TABLET	Amoxicillin	875 mg DSP	10	1	108.2	11.89	18.01	138.1	13.81	2018-04-01	Generic
4120120105	0000000670	Sandoz SA (Pty) Ltd	723109001	J01CR	S4	KLAVIMAXCIL 1000 DISP TABLET	Clavulanic Acid										
46310704	0000000670	Sandoz SA (Pty) Ltd	723329001	M01AH	S3	Coxleon 100	Celecoxib	100 mg CAPS	60	1	164.02	26.24	28.54	218.8	3.65	2018-04-01	Generic
46310705	0000000670	Sandoz SA (Pty) Ltd	723330001	M01AH	S3	Coxleon 200	Celecoxib	200 mg CAPS	30	1	164.02	26.24	28.54	218.8	7.29		Generic
31710637	0000000670	Sandoz SA Pty Ltd	700071003	C08DA	S3	Verahexal 240 Sr	Verapamil Hydrochloride	240 mg SRT	30	1	116.05	17.38	20.01	153.44	5.11	2018-04-01	Generic
31710637	0000000954	Sandoz SA Pty Ltd	700071006	C08DA	S3	VeraHexal	Verapamil	240 mg SRT	100	1	387.02	58.03	66.76	511.81	5.12	2018-04-01	Generic
3413920182	0000000670	Sandoz SA Pty Ltd	700595001	D01AC	S2	Dermazole 	Miconazole	20 mg/g CRE	25	1	58.52	8.75	10.09	77.36	3.09		Generic
3620220261	0000000954	Sandoz SA Pty Ltd	700597001	J02AC	S4	Fluzol 50	Fluconazole	50 mg CAP	14	1	193.69	29.03	33.41	256.13	18.29	2018-04-01	Generic
3620220262	0000000954	Sandoz SA Pty Ltd	700598001	J02AC	S4	Fluzol 150 	Fluconazole	150 mg CAP	1	1	35.28	5.27	6.08	46.63	46.63		Generic
3620220263	0000000670	Sandoz SA Pty Ltd	700601001	J02AC	S4	Fluzol 200 	Fluconazole	200 mg CAP	30	1	434.65	65.18	74.97	574.8	19.16	2018-04-01	Generic
34260444	0000000670	Sandoz SA Pty Ltd	700777007	L04AX	S4	Zaprine 50	Azathioprine	50 mg TAB	100	1	627.02	94.03	108.16	829.21	8.29	2018-04-01	Generic
33540359	0000000954	Sandoz SA Pty Ltd	701170001	G04BD	S3	UriHexal 	Oxybutynin	5 mg TAB	100	1	172.77	25.9	29.8	228.47	2.28		Generic
357130225	0000000670	Sandoz SA Pty Ltd	701387003	C09AA	S3	Hexal-Lisinopril 5	Lisinopril	5 mg TAB	30	1	39.27	5.88	6.77	51.92	1.73	2018-04-01	Generic
357130226	0000000670	Sandoz SA Pty Ltd	701392003	C09AA	S3	Hexal-Lisinopril 10	Lisinopril	10 mg TAB	30	1	53.06	7.93	9.15	70.14	2.34		Generic
357130227	0000000670	Sandoz SA Pty Ltd	701394005	C09AA	S3	Hexal-Lisinopril 20 	Lisinopril	20 mg TAB	30	1	84.5	12.65	14.57	111.72	3.72	2018-04-01	Generic
365710005	0000000670	Sandoz SA Pty Ltd	701407001	R06AX	S2	Sandoz Loratadine 	Loratadine	10 mg TAB	10	1	12.92	3.08	2.4	18.4	1.84	2018-04-01	Generic
365710004	0000000670	Sandoz SA Pty Ltd	701407002	R06AX	S2	Sandoz Loratadine 10	Loratadine	10 mg TAB	30	1	38.82	9.31	7.22	55.35	1.84		Generic
3720220033	0000000670	Sandoz SA Pty Ltd	701497001	J02AC	S4	Fluzol 2Mg/1Ml	Fluconazole	2 mg/1ml INF	1	100	55.57	10.54	9.92	76.03	0.76	2018-04-01	Generic
3520110172	0000000670	Sandoz SA Pty Ltd	701721001	J01MA	S4	Sandoz Ciprofloxacin 	Ciprofloxacin	250 mg TAB	10	1	50.45	12.1	9.38	71.93	7.19		Generic
357130285	0000000670	Sandoz SA Pty Ltd	701729001	C09AA	S3	Ciplatec	Enalapril	20 mg TAB	30	1	76.02	6.05	12.31	94.38	3.15	2018-04-01	Generic
3420120275	0000000670	Sandoz SA Pty Ltd	701736001	J01CR	S4	Sandoz Co-Amoxyclav 625 	Amoxicillin	500 mg TAB	15	1	60.7	11.51	10.83	83.04	5.54	2018-04-01	Generic
3420120275	0000000670	Sandoz SA Pty Ltd	701736001	J01CR	S4	Sandoz Co-Amoxyclav 625 	Clavulanic Acid										
3520110173	0000000670	Sandoz SA Pty Ltd	701752001	J01MA	S4	Sandoz Ciprofloxacin 	Ciprofloxacin	500 mg TAB	10	1	71.76	17.2	13.34	102.3	10.23	2018-04-01	Generic
3620110170	0000000670	Sandoz SA Pty Ltd	701778001	J01MA	S4	Cipro-Hexal 250 	Ciprofloxacin	250 mg TAB	10	1	15.51	2.3	2.67	20.48	2.05		Generic
3620110171	0000000670	Sandoz SA Pty Ltd	701780001	J01MA	S4	Cipro-Hexal 500 	Ciprofloxacin	500 mg TAB	10	1	25.38	3.78	4.37	33.53	3.35	2018-04-01	Generic
3221120327	0000000670	Sandoz SA Pty Ltd	701786002	L02BB	S4	Flutahexal 250	Flutamide	250 mg TAB	105	1	772.8	115.91	133.31	1022.02	9.73	2018-04-01	Generic
36220095	0000000670	Sandoz SA Pty Ltd	701980001	N05CF	S5	Zolpihexal 10	Zolpidem	10 mg TAB	30	1	87.56	13.11	15.1	115.77	3.86		Generic
36120049	0000000670	Sandoz SA Pty Ltd	702008001	N06AG	S5	Depnil 	Moclobemide	300 mg TAB	60	1	356.73	28.51	57.79	443.03	7.38	2018-04-01	Generic
35220323	0000000670	Sandoz SA Pty Ltd	702091003	N05CD	S5	Midacum 5mg/ml	Midazolam	5 mg/ml INJ	5	1	37.98	7.42	6.81	52.21	10.44		Generic
35220324	0000000670	Sandoz SA Pty Ltd	702092003	N05CD	S5	Midacum 15mg/3ml	Midazolam	15 mg/3ml INJ	5	1	113.97	22.29	20.44	156.7	31.34	2018-04-01	Generic
30310056	0000000954	Sandoz SA Pty Ltd	702362001	M01AB	S1	DicloHexal 	Diclofenac	1.159 g/g JEL	40	1	29.25	4.37	5.04	38.66	0.97	2018-04-01	Generic
3520230280	0000000670	Sandoz SA Pty Ltd	702373002	J04AM	S4	Rimactazid 150/75	Isoniazid	75 mg TAB	60	1	53.99	10.23	9.63	73.85	1.23		Generic
3520230280	0000000670	Sandoz SA Pty Ltd	702373002	J04AM	S4	Rimactazid 150/75	Rifampicin										
3520230280	0000000670	Sandoz SA Pty Ltd	702373003	J04AB	S4	Rimactazid 150/75	Rifampicin	150 mg TAB	56	1	47.86	10.52	8.76	67.14	1.2		Generic
3520230280	0000000670	Sandoz SA Pty Ltd	702373003	J04AB	S4	Rimactazid 150/75	Isoniazid										
3520230280	0000000670	Sandoz SA Pty Ltd	702373004	J04AB	S4	Rimactazid 150/75	Rifampicin	150 mg TAB	84	1	71.65	15.74	13.11	100.5	1.2	2018-04-01	Generic
3520230280	0000000670	Sandoz SA Pty Ltd	702373004	J04AB	S4	Rimactazid 150/75	Isoniazid										
3520230280	0000000670	Sandoz SA Pty Ltd	702373005	J04AB	S4	Rimactazid 150/75 Tablets	Rifampicin	150 mg TAB	40	1	31.46	7.86	5.9	45.22	1.13	2018-04-01	Generic
3520230280	0000000670	Sandoz SA Pty Ltd	702373005	J04AB	S4	Rimactazid 150/75 Tablets	Isoniazid										
H202336	0000000670	Sandoz SA Pty Ltd	702376001	J04AM	S4	Rimactazid 300/150	Isoniazid	150 mg TAB	40	1	47.81	9.07	8.53	65.41	1.64	2018-04-01	Generic
H202336	0000000670	Sandoz SA Pty Ltd	702376001	J04AM	S4	Rimactazid 300/150	Rifampicin										
H202336	0000000670	Sandoz SA Pty Ltd	702376002	J04AM	S4	Rimactazid	Rifampicin	300 mg TAB	56	1	58.23	14.54	10.92	83.69	1.49		Generic
H202336	0000000670	Sandoz SA Pty Ltd	702376002	J04AM	S4	Rimactazid	Isoniazid										
3520230018	0000000670	Sandoz SA Pty Ltd	702384002	J04AM	S4	Rimstar 4-Fdc	Ethambutol	275 mg TAB	40	1	33.26	6.63	5.98	45.87	1.15		Generic
3520230018	0000000670	Sandoz SA Pty Ltd	702384002	J04AM	S4	Rimstar 4-Fdc	Isoniazid										
3520230018	0000000670	Sandoz SA Pty Ltd	702384002	J04AM	S4	Rimstar 4-Fdc	Pyrazinamide										
3520230018	0000000670	Sandoz SA Pty Ltd	702384002	J04AM	S4	Rimstar 4-Fdc	Rifampicin										
3520230018	0000000670	Sandoz SA Pty Ltd	702384003	J04AM	S4	Rimstar 4-Fdc	Ethambutol	275 mg TAB	60	1	49.89	9.95	8.98	68.82	1.15	2018-04-01	Generic
3520230018	0000000670	Sandoz SA Pty Ltd	702384003	J04AM	S4	Rimstar 4-Fdc	Isoniazid										
3520230018	0000000670	Sandoz SA Pty Ltd	702384003	J04AM	S4	Rimstar 4-Fdc	Pyrazinamide										
3520230018	0000000670	Sandoz SA Pty Ltd	702384003	J04AM	S4	Rimstar 4-Fdc	Rifampicin										
3520230018	0000000670	Sandoz SA Pty Ltd	702384004	J04AM	S4	Rimstar 4-Fdc	Ethambutol	275 mg TAB	80	1	66.52	13.28	11.97	91.77	1.15		Generic
3520230018	0000000670	Sandoz SA Pty Ltd	702384004	J04AM	S4	Rimstar 4-Fdc	Isoniazid										
3520230018	0000000670	Sandoz SA Pty Ltd	702384004	J04AM	S4	Rimstar 4-Fdc	Pyrazinamide										
3520230018	0000000670	Sandoz SA Pty Ltd	702384004	J04AM	S4	Rimstar 4-Fdc	Rifampicin										
3520230018	0000000670	Sandoz SA Pty Ltd	702384005	J04AM	S4	Rimstar 4-Fdc	Ethambutol	275 mg TAB	100	1	83.17	16.62	14.97	114.76	1.15	2018-04-01	Generic
3520230018	0000000670	Sandoz SA Pty Ltd	702384005	J04AM	S4	Rimstar 4-Fdc	Isoniazid										
3520230018	0000000670	Sandoz SA Pty Ltd	702384005	J04AM	S4	Rimstar 4-Fdc	Pyrazinamide										
3520230018	0000000670	Sandoz SA Pty Ltd	702384005	J04AM	S4	Rimstar 4-Fdc	Rifampicin										
3520230018	0000000670	Sandoz SA Pty Ltd	702384006	J04AM	S4	Rimstar 4-Fdc	Ethambutol	275 mg TAB	500	1	415.88	83.17	74.86	573.91	1.15	2018-04-01	Generic
3520230018	0000000670	Sandoz SA Pty Ltd	702384006	J04AM	S4	Rimstar 4-Fdc	Isoniazid										
3520230018	0000000670	Sandoz SA Pty Ltd	702384006	J04AM	S4	Rimstar 4-Fdc	Pyrazinamide										
3520230018	0000000670	Sandoz SA Pty Ltd	702384006	J04AM	S4	Rimstar 4-Fdc	Rifampicin										
3520230018	0000000670	Sandoz SA Pty Ltd	702384007	J04AM	S4	Rimstar 4-Fdc	Rifampicin	150 mg TAB	28	1	21.77	5.42	4.08	31.27	1.12		Generic
3520230018	0000000670	Sandoz SA Pty Ltd	702384007	J04AM	S4	Rimstar 4-Fdc	Isoniazid										
3520230018	0000000670	Sandoz SA Pty Ltd	702384007	J04AM	S4	Rimstar 4-Fdc	Pyrazinamide										
3520230018	0000000670	Sandoz SA Pty Ltd	702384007	J04AM	S4	Rimstar 4-Fdc	Ethambutol Hcl										
3520230018	0000000670	Sandoz SA Pty Ltd	702384008	J04AM	S4	Rimstar 4-Fdc	Rifampicin	150 mg TAB	56	1	43.54	10.86	8.16	62.56	1.12	2018-04-01	Generic
3520230018	0000000670	Sandoz SA Pty Ltd	702384008	J04AM	S4	Rimstar 4-Fdc	Isoniazid										
