drug_code,ingredient_name,strength
71016,PECTIN,162 MG
71016,KAOLIN,972 MG
71016,ALUMINUM HYDROXIDE,324 MG
71016,SODIUM ASCORBATE,250 MG
71016,CLOROPHENE,4 %
71016,P-TERT-PENTYLPHENOL,1 %
71030,O-PHENYLPHENOL,3 %
71030,CODEINE PHOSPHATE,30 MG
71033,CODEINE PHOSPHATE,60 MG
71033,GUAIFENESIN,50 MG
71033,PHENIRAMINE MALEATE,7.5 MG
71033,PHENYLEPHRINE HYDROCHLORIDE,3.75 MG
71033,DEXTROMETHORPHAN HYDROBROMIDE,10 MG
71033,PHENAZOPYRIDINE HYDROCHLORIDE,200 MG
71039,VITAMIN B12 (CYANOCOBALAMIN),100 MCG
71047,VITAMIN B12 (CYANOCOBALAMIN),1 MG
71047,VITAMIN K1,2 MG
71054,VITAMIN K1,10 MG
71054,ERGONOVINE MALEATE,.25 MG
71055,PHENAZOPYRIDINE HYDROCHLORIDE,100 MG
71055,CALCIUM D-PANTOTHENATE,3.92 G
71075,VITAMIN D3,440000 UNIT
71075,COBALT CARBONATE (BASIC),0.25 G
71079,MANGANESE SULFATE,0.05 G
71079,SULFAMERAZINE SODIUM,65.2 G
71091,SULFATHIAZOLE SODIUM,250 G
71094,VITAMIN B2,0.88 G
71098,VITAMIN A,1320000 UNIT
71098,NICOTINIC ACID,17.60 G
71099,MAGNESIUM SULFATE,1.08 G
71099,POTASSIUM CHLORIDE,1.15 G
71100,SODIUM CHLORIDE,17.77 G
71100,SODIUM ACETATE,9.53 G
71107,ZINC SULFATE,0.05 G
71107,CALCIUM CHLORIDE,1.05 G
71111,COPPER SULFATE,0.005 G
71112,VITAMIN B12,13.2 MG
65563,FERROUS SULFATE,0.5 G
65563,IRON (IRON DEXTRAN COMPLEX),100 MG
65569,METHENAMINE MANDELATE,500 MG
65569,FLURAZEPAM HYDROCHLORIDE,15 MG
65569,FLURAZEPAM HYDROCHLORIDE,30 MG
65569,CARBAMAZEPINE,200 MG
65569,METHYLPREDNISOLONE ACETATE,40 MG
65569,TESTOSTERONE PROPIONATE,100 MG
65569,FERRIC CHLORIDE,5 MG
65569,SODIUM CACODYLATE,32 MG
65569,COPPER GLUCONATE,1 MG
65569,PREDNISOLONE (PREDNISOLONE 21-SUCCINATE SODIUM),10 MG
65569,IRON DEXTRAN COMPLEX,100 MG
65569,POTASSIUM CHLORIDE,600 MG
65569,CALCIUM LEVULINATE,15 MG
65569,CALCIUM GLYCEROPHOSPHATE,10 MG
65569,CALCIUM BOROGLUCONATE,23 %
65569,PHENYLBUTAZONE SODIUM,200 MG
65569,PROPYLENE GLYCOL,20 %
65569,MACROGOL,15 %
65569,OXTRIPHYLLINE,100 MG
65569,OXTRIPHYLLINE,200 MG
65569,OXTRIPHYLLINE,300 MG
65569,DIPYRIDAMOLE,25 MG
65569,DIPYRIDAMOLE,50 MG
65569,SCOPOLAMINE HYDROBROMIDE,2.4 MCG
65569,HYOSCYAMINE HYDROBROMIDE,0.09 MG
65569,SULFISOXAZOLE,100 MG
65569,AMMONIUM CHLORIDE,40 MG
65572,ATROPINE SULFATE,7.5 MCG
65572,LANOLIN,78.5 MG
65579,TURPENTINE,69 MG
65594,PHENOL,25 MG
65594,OIL OF CEDAR LEAF,.62 MG
65594,METHYL SALICYLATE,48 MG
65594,BENZALKONIUM CHLORIDE,0.8 %
65594,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.8 %
65595,PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE),25 MG
65595,BENZALKONIUM CHLORIDE,2.9 %
65595,DODICIN HYDROCHLORIDE,3.5 %
65595,AMOXICILLIN,750 MG
65595,ACTH,80 UNIT
65602,ACTH,40 UNIT
65602,"ARSONOACETIC ACID,DISODIUM SALT",500 MG
65610,COPPER NAPHTHENATE,37.5 %
65610,LANOLIN,90 MG
65612,PHENOL,2.7 MG
65612,NEATSFOOT OIL,150.4 MG
65614,OIL OF TURPENTINE,79.1 MG
65614,PINE TAR OIL,36 MG
65617,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),100 MG
65617,HALOPERIDOL,2 MG
65628,AMSACRINE,50 MG
65633,DEHYDROCHOLIC ACID,30 MG
65633,BILE SALTS,150 MG
65633,DEOXYCHOLIC ACID,30 MG
65639,PROPRANOLOL HYDROCHLORIDE,10 MG
65644,PROPRANOLOL HYDROCHLORIDE,40 MG
65644,PROPRANOLOL HYDROCHLORIDE,80 MG
65645,BROMOCRIPTINE (BROMOCRIPTINE MESYLATE),5 MG
65677,CODEINE PHOSPHATE,30 MG
65677,ACETYLSALICYLIC ACID,375 MG
65683,CAFFEINE (CAFFEINE CITRATE),15 MG
67423,TIMOLOL (TIMOLOL MALEATE),0.25 %
67423,TIMOLOL (TIMOLOL MALEATE),0.5 %
67423,VALPROIC ACID (SODIUM VALPROATE),250 MG
67428,LUFENURON,204.9 MG
67428,LUFENURON,409.8 MG
67428,LUFENURON,90 MG
67428,DIPHENHYDRAMINE HYDROCHLORIDE,50 MG
67428,METHOCARBAMOL,400 MG
67428,ACETAMINOPHEN,325 MG
67441,BENZYDAMINE HYDROCHLORIDE,0.15 %
67441,DESOXIMETASONE,0.05 %
67441,DESOXIMETASONE,0.25 %
67441,LOXAPINE (LOXAPINE HYDROCHLORIDE),25 MG
67441,PHENIRAMINE MALEATE,20 MG
67441,PHENYLEPHRINE HYDROCHLORIDE,10 MG
67441,VITAMIN C,50 MG
67441,ACETAMINOPHEN,650 MG
67441,BACITRACIN (BACITRACIN ZINC),500 UNIT
67441,POLYMYXIN B (POLYMYXIN B SULFATE),10000 UNIT
67441,TIZANIDINE (TIZANIDINE HYDROCHLORIDE),4 MG
67441,METFORMIN HYDROCHLORIDE,850 MG
67441,CEFTIOFUR (CEFTIOFUR HYDROCHLORIDE),50 MG
67441,POTASSIUM CHLORIDE,10.1 G
67441,SODIUM CHLORIDE,263 G
67441,ACETIC ACID,10.8 G
67441,MAGNESIUM CHLORIDE,1.61 G
67441,CALCIUM CHLORIDE,7.49 G
67441,TOLNAFTATE,10 MG
67441,DEXAMETHASONE,4 MG
67441,LOPERAMIDE HYDROCHLORIDE,2 MG
67441,FLUPHENAZINE DECANOATE,25 MG
67447,HALOPERIDOL (HALOPERIDOL DECANOATE),50 MG
67447,HALOPERIDOL (HALOPERIDOL DECANOATE),100 MG
67448,DOCUSATE SODIUM,100 MG
67448,MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE),50 MG
67449,MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE),100 MG
67449,BENZOCAINE,18 %
67449,TETRACAINE HYDROCHLORIDE,2 %
67451,VALPROIC ACID,250 MG
67451,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),10 MG
67451,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),20 MG
67451,PIMOZIDE,2 MG
67451,PIMOZIDE,4 MG
67451,INDAPAMIDE,1.25 MG
67451,INDAPAMIDE,2.5 MG
67451,LOXAPINE (LOXAPINE SUCCINATE),5 MG
67451,LOXAPINE (LOXAPINE SUCCINATE),10 MG
67451,LOXAPINE (LOXAPINE SUCCINATE),25 MG
67451,LOXAPINE (LOXAPINE SUCCINATE),50 MG
67451,GEMFIBROZIL,300 MG
67451,ETOPOSIDE,20 MG
67451,MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE),100 MG
67453,TRICLOSAN,1 %
67453,HYDROCORTISONE ACETATE,10 MG
67475,ZINC SULFATE,10 MG
67475,TRIMETHOPRIM,40 MG
67476,SULFADOXINE,200 MG
67476,FLUOCINONIDE,0.05 %
67485,VERAPAMIL HYDROCHLORIDE,240 MG
67490,BEZAFIBRATE,200 MG
67490,FENOFIBRATE,200 MG
67490,POLYMYXIN B SULFATE,10000 UNIT
67490,TRIMETHOPRIM (TRIMETHOPRIM SULFATE),1 MG
67491,FAMOTIDINE,10 MG
67491,TRYPTOPHAN,500 MG
67491,IPRATROPIUM BROMIDE,21 MCG
67491,PROTAMINE SULFATE,10 MG
67492,ACETAMINOPHEN,160 MG
67492,CETIRIZINE HYDROCHLORIDE,5 MG
67492,TRYPTOPHAN,500 MG
68928,ETOPOSIDE,20 MG
68928,TETANUS TOXOID,40 UNIT
68928,DIPHTHERIA TOXOID,30 UNIT
68928,PERTACTIN,8 MCG
68930,PERTUSSIS TOXOID,25 MCG
68931,INACTIVATED POLIOVIRUS TYPE II,8 UNIT
68936,FILAMENTOUS HAEMAGGLUTININ,25 MCG
68936,INACTIVATED POLIOVIRUS TYPE I,40 UNIT
68936,INACTIVATED POLIOVIRUS TYPE III,32 UNIT
68936,OXYBUTYNIN CHLORIDE,5 MG
68936,CHLORHEXIDINE GLUCONATE,2 %
68936,CHLORHEXIDINE GLUCONATE,0.25 %
68936,CHLORHEXIDINE GLUCONATE,2 %
68936,GUAIFENESIN,200 MG
68936,PHENIRAMINE MALEATE,20 MG
68936,PHENYLEPHRINE HYDROCHLORIDE,10 MG
68936,DEXTROMETHORPHAN HYDROBROMIDE,30 MG
68936,GUAIFENESIN,100 MG
68936,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
68936,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
68936,DEXTROMETHORPHAN HYDROBROMIDE,7.5 MG
68936,DILTIAZEM HYDROCHLORIDE,300 MG
68936,VALPROIC ACID (DIVALPROEX SODIUM),125 MG
68936,VALPROIC ACID (DIVALPROEX SODIUM),250 MG
68936,VALPROIC ACID (DIVALPROEX SODIUM),500 MG
68936,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),150 MG
68936,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),300 MG
68936,ZOLMITRIPTAN,2.5 MG
68936,BISMUTH SUBSALICYLATE,262 MG
68939,TELMISARTAN,80 MG
68951,HYDROCHLOROTHIAZIDE,12.5 MG
68952,TELMISARTAN,80 MG
68953,HYDROCHLOROTHIAZIDE,25 MG
68959,SODIUM HYPOCHLORITE,0.55 %
68959,CHLORHEXIDINE ACETATE,0.002 %
68959,LANOLIN,2.00 %
68959,ALCOHOL ANHYDROUS,50.00 %
68959,AVOBENZONE,3.00 %
68959,OCTOCRYLENE,2.75 %
68959,OXYBENZONE,4.00 %
68959,OCTISALATE,5.00 %
68959,SODIUM HYPOCHLORITE,3.2 %
68967,SODIUM HYPOCHLORITE,6 %
68967,PILOCARPINE HYDROCHLORIDE,5 MG
68967,MONTELUKAST (MONTELUKAST SODIUM),4 MG
68967,MONTELUKAST (MONTELUKAST SODIUM),5 MG
68968,ZOLEDRONIC ACID (Zoledronic acid monohydrate),4 MG
68968,OLANZAPINE,2.5 MG
68968,OLANZAPINE,5.0 MG
68968,OLANZAPINE,7.5 MG
68968,OLANZAPINE,10.0 MG
68969,OLANZAPINE,15.0 MG
68969,OMEPRAZOLE,20 MG
68969,ATORVASTATIN (ATORVASTATIN CALCIUM),20 MG
68969,AMLODIPINE (AMLODIPINE BESYLATE),5 MG
68969,ATORVASTATIN (ATORVASTATIN CALCIUM),10 MG
68985,AMLODIPINE (AMLODIPINE BESYLATE),10 MG
68985,ATORVASTATIN (ATORVASTATIN CALCIUM),20 MG
68986,AMLODIPINE (AMLODIPINE BESYLATE),10 MG
68986,LOSARTAN POTASSIUM,25 MG
68986,LOSARTAN POTASSIUM,50 MG
68986,LOSARTAN POTASSIUM,100 MG
68986,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),10 MG
68986,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),20 MG
68986,ALMOTRIPTAN (ALMOTRIPTAN MALATE),6.25 MG
68986,ALMOTRIPTAN (ALMOTRIPTAN MALATE),12.5 MG
68986,TOPOTECAN (TOPOTECAN HYDROCHLORIDE),4 MG
68986,GLYCOLIC ACID,1.75 %
68986,SALICYLIC ACID,2 %
68986,SULFUR (SODIUM THIOSULFATE),2 %
68986,HYDROGEN PEROXIDE,0.5 %
68986,IMIQUIMOD,5 %
71889,CISATRACURIUM (CISATRACURIUM BESYLATE),2 MG
71892,TOPOTECAN (TOPOTECAN HYDROCHLORIDE),1 MG
71892,DIPHENHYDRAMINE HYDROCHLORIDE,25 MG
71892,DIPHENHYDRAMINE HYDROCHLORIDE,50 MG
71892,PYRITHIONE ZINC,1.0 %
71892,MEMANTINE HYDROCHLORIDE,10 MG
71893,AVOBENZONE,3.0 %
71893,OCTOCRYLENE,2.6 %
71893,OCTISALATE,4.5 %
71893,HOMOSALATE,4.0 %
71893,CICLOPIROX,8 %
71894,SODIUM HYPOCHLORITE,100 PPM
71894,COBICISTAT,150 MG
71894,HYPOCHLOROUS ACID,0.046 %
71894,GLUTARAL,2 %
71894,ROSUVASTATIN (ROSUVASTATIN CALCIUM),5 MG
71895,ROSUVASTATIN (ROSUVASTATIN CALCIUM),10 MG
71895,ROSUVASTATIN (ROSUVASTATIN CALCIUM),20 MG
71895,ROSUVASTATIN (ROSUVASTATIN CALCIUM),40 MG
71895,RISPERIDONE,1 MG
71895,RISPERIDONE,2 MG
71907,CICLOPIROX,8 %
71907,ZOLEDRONIC ACID (Zoledronic acid monohydrate),4 MG
71912,METHYLPHENIDATE HYDROCHLORIDE,27 MG
71912,MEROPENEM (MEROPENEM TRIHYDRATE),500 MG
71912,DOXORUBICIN HYDROCHLORIDE,2 MG
71913,VALSARTAN,80 MG
71913,LATANOPROST,50 MCG
71913,TIMOLOL (TIMOLOL MALEATE),5 MG
71947,DEXTROSE,220 G
71949,ACETIC ACID,36 G
71949,MAGNESIUM CHLORIDE,20.3 G
71949,CALCIUM CHLORIDE,44.1 G
71949,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.407 %
71953,BENZALKONIUM CHLORIDE,1.085 %
71953,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.407 %
71953,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
71953,LANSOPRAZOLE,30 MG
71953,DEXTROSE,220 G
71953,POTASSIUM CHLORIDE,29.8 G
71953,ACETIC ACID,36 G
71953,MAGNESIUM CHLORIDE,20.3 G
71953,CALCIUM CHLORIDE,29.4 G
71953,LIDOCAINE HYDROCHLORIDE,2 %
71953,OCTOCRYLENE,2 %
71953,OXYBENZONE,2 %
71953,OXYBENZONE,4 %
71953,OCTISALATE,5 %
71953,OCTINOXATE,7.5 %
71953,VALSARTAN,80 MG
71953,HYDROCHLOROTHIAZIDE,12.5 MG
71953,VALSARTAN,160 MG
71953,HYDROCHLOROTHIAZIDE,12.5 MG
71953,VALSARTAN,160 MG
71953,HYDROCHLOROTHIAZIDE,25 MG
71953,VALSARTAN,320 MG
71953,HYDROCHLOROTHIAZIDE,12.5 MG
71953,VALSARTAN,320 MG
71953,HYDROCHLOROTHIAZIDE,25 MG
71956,COLCHICINE,1.0 MG
71956,CITALOPRAM (CITALOPRAM HYDROBROMIDE),20 MG
71989,CITALOPRAM (CITALOPRAM HYDROBROMIDE),40 MG
72017,CITALOPRAM (CITALOPRAM HYDROBROMIDE),10 MG
72027,PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE),15 MG
72027,PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE),30 MG
65686,PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE),45 MG
65686,IVERMECTIN,5 MG
65686,AVOBENZONE,2 %
65686,OCTISALATE,5 %
65686,OCTINOXATE,7.5 %
65686,CALCIUM PHOSPHATE (TRIBASIC),52 G
65686,POTASSIUM CHLORIDE,2.7 G
65687,MAGNESIUM CHLORIDE,25 G
65687,CALCIUM CHLORIDE,107.8 G
65705,OCTOCRYLENE,10.0 %
65705,OXYBENZONE,5.0 %
65706,OCTISALATE,5.0 %
65706,OCTINOXATE,7.5 %
65706,PADIMATE O,6.6 %
65707,OXYBENZONE,2.5 %
65707,BETAHISTINE HYDROCHLORIDE,16 MG
65707,BETAHISTINE HYDROCHLORIDE,24 MG
65708,CANDESARTAN CILEXETIL,16.0 MG
65709,HYDROCHLOROTHIAZIDE,12.5 MG
65712,AVOBENZONE,4.0 %
65712,TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,1.0 %
65712,OCTOCRYLENE,7.0 %
65714,OCTISALATE,5.0 %
65714,DROMETRIZOLE TRISILOXANE,2.5 %
65714,AVOBENZONE,4.0 %
65714,TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,1.0 %
65714,OCTOCRYLENE,7.0 %
65714,OCTISALATE,5.0 %
65714,DROMETRIZOLE TRISILOXANE,2.5 %
65714,AVOBENZONE,3.00 %
65714,OCTOCRYLENE,2.75 %
65714,ENSULIZOLE,2.00 %
65714,TRICLOSAN,0.46 %
65714,BENZALKONIUM CHLORIDE,0.115 %
65714,OXYBENZONE,4.7 %
65714,OCTISALATE,4.7 %
65714,OCTINOXATE,7.5 %
65714,AVOBENZONE,1.00 %
65714,OCTOCRYLENE,2.75 %
65714,OXYBENZONE,1.00 %
65714,HYDROGEN PEROXIDE,4.5 %
65723,OCTOCRYLENE,7 %
65723,OXYBENZONE,2 %
65723,OCTINOXATE,7.5 %
65723,DIPHENHYDRAMINE HYDROCHLORIDE,12.5 MG
65723,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,0.25 MG
65723,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,0.5 MG
65723,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,1 MG
65723,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,1.5 MG
65723,TELMISARTAN,40 MG
65723,TELMISARTAN,80 MG
65723,PINE OIL,5.8 %
65723,GLYCOLIC ACID,1.75 %
65723,ESTRADIOL,0.1 %
65723,AVOBENZONE,3 %
65723,OCTOCRYLENE,7 %
65723,OCTISALATE,5 %
65723,HOMOSALATE,5 %
65723,IRON (Ferumoxytol),30 MG
65723,ZINC OXIDE,4.9 %
65723,OCTISALATE,5 %
65723,ENSULIZOLE,4 %
65737,OCTINOXATE,7.5 %
65738,TITANIUM DIOXIDE,1.4 %
65739,OCTINOXATE,3 %
65739,AVOBENZONE,3 %
65764,OCTOCRYLENE,4 %
67502,OXYBENZONE,5 %
67502,OCTISALATE,5 %
67503,HOMOSALATE,4 %
67503,AVOBENZONE,3 %
67504,OCTOCRYLENE,4 %
67504,OXYBENZONE,5 %
67518,OCTISALATE,5 %
67522,HOMOSALATE,4 %
67522,DALTEPARIN SODIUM,2500 UNIT
67522,PYRITHIONE ZINC,1 %
67523,PYRITHIONE ZINC,1 %
67523,PYRITHIONE ZINC,1 %
67524,PYRITHIONE ZINC,1 %
67524,PYRITHIONE ZINC,1 %
67524,AVOBENZONE,2.5 %
67525,OCTOCRYLENE,2.0 %
67525,OCTISALATE,5.0 %
67525,OCTINOXATE,7.5 %
67525,GALANTAMINE (GALANTAMINE HYDROBROMIDE),8 MG
67525,GALANTAMINE (GALANTAMINE HYDROBROMIDE),16 MG
67525,GALANTAMINE (GALANTAMINE HYDROBROMIDE),24 MG
67525,PROPRANOLOL HYDROCHLORIDE,120 MG
67525,PRAZOSIN (PRAZOSIN HYDROCHLORIDE),5 MG
67525,PRAZOSIN (PRAZOSIN HYDROCHLORIDE),1 MG
67525,PRAZOSIN (PRAZOSIN HYDROCHLORIDE),2 MG
67525,PROMETHAZINE HYDROCHLORIDE,25 MG
67525,SORBITOL,25 MG
67525,DEXTROSE,25 MG
67525,POTASSIUM CHLORIDE,0.747 MG
67525,SODIUM CHLORIDE,4.853 MG
67525,MAGNESIUM CHLORIDE,0.407 MG
67525,CALCIUM CHLORIDE,.367 MG
67525,SODIUM LACTATE,7.842 MG
67525,POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX,5.69 %
67525,NONYL PHENOXYPOLY ETHOXY ETHANOL-IODINE,5.46 %
67525,PHENIRAMINE MALEATE,5 MG
67528,PHENYLEPHRINE HYDROCHLORIDE,2 MG
67537,DEXTROMETHORPHAN HYDROBROMIDE,5 MG
67542,CIMETIDINE,400 MG
67542,CIMETIDINE,600 MG
67546,ETAFEDRIN HYDROCHLORIDE,16.65 MG
67559,ALCOHOL ANHYDROUS,0.25 ML
67559,DOXYLAMINE SUCCINATE,6 MG
67559,SODIUM CITRATE,200 MG
67559,HYDROCODONE BITARTRATE,1.65 MG
67559,OXYGEN,99.5 %
67559,AMPICILLIN,250 MG
67562,AMPICILLIN,500 MG
67564,POTASSIUM CHLORIDE,300 MG
67569,SODIUM CHLORIDE,6 G
67581,CALCIUM CHLORIDE,200 MG
67581,SODIUM LACTATE,3.1 G
67581,DEXTROSE,50 %
67581,CLOXACILLIN SODIUM,500 MG
67581,CLOXACILLIN SODIUM,250 MG
67581,SULFANILAMIDE,500 MG
67581,SULFAMETHAZINE,500 MG
67581,SULFAMERAZINE,500 MG
67581,MAGNESIUM OXIDE,8 MG
68989,NEOMYCIN (NEOMYCIN SULFATE),100 MG
68989,VITAMIN D,2000 UNIT
68989,VITAMIN A,10000 UNIT
68989,CALCIUM CARBONATE,14 MG
68989,STREPTOMYCIN (STREPTOMYCIN SULFATE),100 MG
68989,SODIUM CHLORIDE,345 MG
68989,SODIUM ACETATE,380 MG
68989,VITAMIN K (MENADIONE SODIUM BISULFITE),10 MG
68989,POTASSIUM ACETATE,62.5 MG
68989,SULFATHIAZOLE (SULFATHIAZOLE SODIUM),1000 MG
68989,PROMETHAZINE HYDROCHLORIDE,10 MG
68989,METRONIDAZOLE,250 MG
68989,BENZTROPINE MESYLATE,2 MG
68989,PREDNISOLONE ACETATE,50 MG
68989,TESTOSTERONE,100 MG
68989,HYDROCHLOROTHIAZIDE,15 MG
68989,METHYLDOPA,250 MG
68998,HYDROCHLOROTHIAZIDE,25 MG
69002,METHYLDOPA,250 MG
69008,PREDNISONE,1 MG
69013,AMPICILLIN,125 MG
69018,AMPICILLIN,250 MG
69018,ACEPROMAZINE MALEATE,25 MG
69019,IODINE,1.9 %
69025,ETHYL ETHER,6 %
69025,CAMPHOR,200 MG
69025,DIMENHYDRINATE,50 MG
69038,DIPYRIDAMOLE,75 MG
69038,INDOMETHACIN,25 MG
69038,INDOMETHACIN,50 MG
69039,HYDROMORPHONE HYDROCHLORIDE,10 MG
69043,HYDROMORPHONE HYDROCHLORIDE,2 MG
69043,POTASSIUM CHLORIDE,1.193 MG
69044,SODIUM CHLORIDE,6.43 MG
69044,MAGNESIUM CHLORIDE,3.253 MG
69059,CALCIUM CHLORIDE,0.176 MG
69074,FLUORESCEIN SODIUM,100 MG
69074,SODIUM CHLORIDE,4.4 MG
69074,SODIUM PHOSPHATE DIBASIC,7.58 MG
69074,SODIUM PHOSPHATE MONOBASIC,1.81 MG
69074,CYCLOPENTOLATE HYDROCHLORIDE,1 %
69074,CYCLOPENTOLATE HYDROCHLORIDE,0.5 %
69074,CHLORHEXIDINE ACETATE,.5 %
69074,GLYCERINE,5 %
69074,TROPICAMIDE,1 %
69074,SULFACETAMIDE SODIUM,10 %
69074,TROPICAMIDE,0.5 %
69074,PHENYLEPHRINE HYDROCHLORIDE,5.0 %
69074,TROPICAMIDE,0.8 %
69074,VITAMIN B12,5 MG
69074,DL-METHIONINE,20 MG
69074,NICOTINAMIDE,100 MCG
69074,RIBOFLAVIN 5'-PHOSPHATE SODIUM,10 MG
69074,PYRIDOXINE HYDROCHLORIDE,10 MG
69074,INOSITOL,10 MG
69074,BIOTIN,10 MCG
69074,FERRIC AMMONIUM CITRATE,15 MG
69088,COBALT GLUCONATE,.7 MG
69088,GLYCINE,20 MG
69088,L-LYSINE HYDROCHLORIDE,20 MG
70556,DEXPANTHENOL,15 MG
70559,COPPER GLUCONATE,.2 MG
70564,CHOLINE CHLORIDE,10 MG
70583,VITAMIN B12,150 MCG
70583,NICOTINAMIDE,20 MG
70583,THIAMINE HYDROCHLORIDE,10 MG
70584,PYRIDOXINE HYDROCHLORIDE,3 MG
70584,PYRITHIONE ZINC,1.8 %
70584,VECURONIUM BROMIDE,10.00 MG
70589,VECURONIUM BROMIDE,20.00 MG
70589,LEVOBUNOLOL HYDROCHLORIDE,0.5 %
70590,LEVOBUNOLOL HYDROCHLORIDE,0.25 %
70590,GEMFIBROZIL,300 MG
70590,CHLORHEXIDINE GLUCONATE,0.12 %
70590,LEVOBUNOLOL HYDROCHLORIDE,0.25 %
70591,LEVOBUNOLOL HYDROCHLORIDE,0.5 %
70591,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),500 MG
70591,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),1.0 G
70591,DESOXIMETASONE,0.05 %
70596,FLUPHENAZINE DECANOATE,100 MG
70597,BENZALKONIUM CHLORIDE,0.13 %
70597,LIDOCAINE HYDROCHLORIDE,0.70 %
70597,BENZALKONIUM CHLORIDE,0.13 %
70597,LIDOCAINE HYDROCHLORIDE,0.70 %
70597,TETRACAINE HYDROCHLORIDE,0.5 %
70597,TETRACAINE HYDROCHLORIDE,20 MG
70597,THIAMINE HYDROCHLORIDE,100 MG
70611,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
70613,ACETAMINOPHEN,500 MG
70669,DIPHENHYDRAMINE HYDROCHLORIDE,12.5 MG
70669,MEPERIDINE HYDROCHLORIDE,50 MG
70669,MEPERIDINE HYDROCHLORIDE,75 MG
70669,MEPERIDINE HYDROCHLORIDE,100 MG
70669,MEPERIDINE HYDROCHLORIDE,100 MG
70669,GLYBURIDE,5 MG
70669,INDAPAMIDE,2.5 MG
70669,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),10 MG
70669,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),20 MG
70669,DIPIVEFRIN HYDROCHLORIDE,0.1 %
70669,CHLORHEXIDINE GLUCONATE,0.12 %
70669,BENZALKONIUM CHLORIDE,5 %
65764,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,5 %
65764,KETANSERIN (KETANSERIN TARTRATE),2.5 MG
65765,ZOPICLONE,3.75 MG
65765,BACITRACIN (BACITRACIN ZINC),400 UNIT
65765,POLYMYXIN B (POLYMYXIN B SULFATE),10000 UNIT
65767,NEOMYCIN (NEOMYCIN SULFATE),3.5 MG
65775,HYDROCORTISONE,10 MG
65775,FLUPHENAZINE DECANOATE,100 MG
65776,STANDARDIZED BERMUDA GRASS POLLEN,10000 UNIT
65776,STANDARDIZED TIMOTHY GRASS POLLEN,10000 UNIT
65777,STANDARDIZED PERENNIAL RYE GRASS POLLEN,10000 UNIT
65777,MEDROXYPROGESTERONE ACETATE,2.5 MG
65778,CONJUGATED ESTROGENS,0.625 MG
65778,MEDROXYPROGESTERONE ACETATE,5.0 MG
65779,CONJUGATED ESTROGENS,0.625 MG
65779,ETODOLAC,200 MG
65810,ETODOLAC,300 MG
65810,HYDROQUINONE,4 %
65816,PHENTOLAMINE MESYLATE,10 MG
65819,POLYHEXANIDE,0.0001 %
65822,RANITIDINE (RANITIDINE HYDROCHLORIDE),150 MG
65837,RANITIDINE (RANITIDINE HYDROCHLORIDE),300 MG
65842,CODEINE PHOSPHATE,10 MG
65842,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
65842,TRIPROLIDINE HYDROCHLORIDE,2 MG
65848,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
65851,BENZALKONIUM CHLORIDE,2.17 %
65851,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
65851,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,1.627 %
65858,CIMETIDINE (CIMETIDINE HYDROCHLORIDE),300 MG
65870,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.617 %
65870,BENZALKONIUM CHLORIDE,3.200 %
65870,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,1.200 %
